,Season,Season Encoding,Date,YearOfSeason,YearOfSeason Encoding,HomeTeam,HomeTeam Encoding,AwayTeam,AwayTeam Encoding,FTHG,FTAG,FTR,FTR Encoding,HTHG,HTAG,HTR,Referee,Referee Encoding,Fouls Called Per Game,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
323,Spring,2,24/04/2021,,-1,Sheffield United,20,Brighton,3,1.0,0.0,H,0,1.0,0.0,H,K Friend,19,14.0,7.0,17.0,3.0,4.0,13.0,7.0,2.0,12.0,3.0,0.0,0.0,0.0
324,Spring,2,25/04/2021,,-1,Wolves,29,Burnley,-1,0.0,4.0,A,1,0.0,3.0,A,D England,22,14.0,12.0,14.0,2.0,7.0,8.0,9.0,8.0,5.0,1.0,2.0,0.0,0.0
325,Spring,2,25/04/2021,,-1,Leeds,11,Man United,15,0.0,0.0,D,2,0.0,0.0,D,C Pawson,25,15.0,6.0,16.0,3.0,4.0,21.0,11.0,2.0,6.0,4.0,1.0,0.0,0.0
326,Spring,2,25/04/2021,,-1,Aston Villa,-1,West Brom,27,2.0,2.0,D,2,1.0,1.0,D,S Attwell,11,14.0,24.0,10.0,11.0,4.0,14.0,9.0,11.0,4.0,0.0,2.0,0.0,0.0
327,Spring,2,26/04/2021,,-1,Leicester,12,Crystal Palace,6,2.0,1.0,H,0,0.0,1.0,A,G Scott,21,13.0,13.0,4.0,5.0,2.0,13.0,12.0,7.0,2.0,0.0,1.0,0.0,0.0
328,Spring,2,30/04/2021,,-1,Southampton,21,Leicester,12,1.0,1.0,D,2,0.0,0.0,D,R Jones,17,14.0,5.0,23.0,3.0,9.0,9.0,13.0,0.0,10.0,1.0,0.0,1.0,0.0
329,Spring,2,01/05/2021,2020/21,1,Crystal Palace,6,Man City,14,0.0,2.0,A,1,0.0,0.0,D,D Coote,9,14.0,9.0,20.0,4.0,3.0,9.0,10.0,2.0,6.0,2.0,0.0,0.0,0.0
330,Spring,2,01/05/2021,2020/21,1,Brighton,3,Leeds,11,2.0,0.0,H,0,1.0,0.0,H,C Kavanagh,7,14.0,17.0,11.0,5.0,2.0,17.0,6.0,2.0,9.0,1.0,1.0,0.0,0.0
331,Spring,2,01/05/2021,2020/21,1,Chelsea,5,Fulham,8,2.0,0.0,H,0,1.0,0.0,H,K Friend,19,14.0,9.0,10.0,5.0,3.0,15.0,8.0,1.0,8.0,1.0,1.0,0.0,0.0
332,Spring,2,01/05/2021,2020/21,1,Everton,7,Aston Villa,-1,1.0,2.0,A,1,1.0,1.0,D,S Hooper,0,14.0,16.0,13.0,3.0,5.0,10.0,13.0,3.0,6.0,0.0,2.0,0.0,0.0
333,Spring,2,02/05/2021,2020/21,1,Newcastle,17,Arsenal,0,0.0,2.0,A,1,0.0,1.0,A,M Dean,23,14.0,5.0,19.0,1.0,5.0,10.0,9.0,3.0,7.0,2.0,1.0,1.0,0.0
334,Spring,2,02/05/2021,2020/21,1,Tottenham,25,Sheffield United,20,4.0,0.0,H,0,1.0,0.0,H,A Marriner,14,13.0,20.0,8.0,11.0,1.0,8.0,9.0,6.0,6.0,1.0,1.0,0.0,0.0
335,Spring,2,03/05/2021,2020/21,1,West Brom,27,Wolves,29,1.0,1.0,D,2,0.0,1.0,A,P Tierney,5,15.0,10.0,20.0,4.0,10.0,17.0,11.0,5.0,6.0,2.0,0.0,0.0,0.0
336,Spring,2,03/05/2021,2020/21,1,Burnley,-1,West Ham,28,1.0,2.0,A,1,1.0,2.0,A,A Taylor,10,15.0,8.0,22.0,3.0,4.0,4.0,8.0,5.0,4.0,2.0,1.0,0.0,0.0
337,Spring,2,07/05/2021,,-1,Leicester,12,Newcastle,17,2.0,4.0,A,1,0.0,2.0,A,D England,22,14.0,25.0,14.0,9.0,6.0,12.0,9.0,9.0,6.0,1.0,1.0,0.0,0.0
338,Spring,2,08/05/2021,,-1,Leeds,11,Tottenham,25,3.0,1.0,H,0,2.0,1.0,H,M Oliver,28,14.0,16.0,11.0,7.0,3.0,12.0,10.0,8.0,6.0,1.0,2.0,0.0,0.0
339,Spring,2,08/05/2021,,-1,Sheffield United,20,Crystal Palace,6,0.0,2.0,A,1,0.0,1.0,A,S Hooper,0,14.0,7.0,21.0,0.0,8.0,11.0,8.0,5.0,11.0,1.0,1.0,0.0,0.0
340,Spring,2,08/05/2021,,-1,Man City,14,Chelsea,5,1.0,2.0,A,1,1.0,0.0,H,A Taylor,10,15.0,16.0,12.0,4.0,5.0,12.0,10.0,6.0,2.0,2.0,0.0,0.0,0.0
341,Spring,2,08/05/2021,,-1,Liverpool,13,Southampton,21,2.0,0.0,H,0,1.0,0.0,H,K Friend,19,14.0,14.0,12.0,6.0,6.0,10.0,6.0,8.0,4.0,0.0,1.0,0.0,0.0
342,Spring,2,09/05/2021,,-1,Wolves,29,Brighton,3,2.0,1.0,H,0,0.0,1.0,A,J Moss,27,14.0,16.0,5.0,6.0,3.0,12.0,7.0,10.0,5.0,2.0,2.0,0.0,2.0
343,Spring,2,09/05/2021,,-1,Aston Villa,-1,Man United,15,1.0,3.0,A,1,1.0,0.0,H,C Kavanagh,7,14.0,11.0,18.0,5.0,7.0,13.0,18.0,5.0,6.0,1.0,1.0,1.0,0.0
344,Spring,2,09/05/2021,,-1,West Ham,28,Everton,7,0.0,1.0,A,1,0.0,1.0,A,S Attwell,11,14.0,11.0,9.0,0.0,3.0,8.0,10.0,5.0,6.0,2.0,1.0,0.0,0.0
345,Spring,2,09/05/2021,,-1,Arsenal,0,West Brom,27,3.0,1.0,H,0,2.0,0.0,H,P Bankes,3,13.0,15.0,12.0,7.0,1.0,7.0,9.0,6.0,6.0,1.0,2.0,0.0,0.0
346,Spring,2,10/05/2021,,-1,Fulham,8,Burnley,-1,0.0,2.0,A,1,0.0,2.0,A,D Coote,9,14.0,21.0,14.0,3.0,5.0,11.0,10.0,8.0,4.0,2.0,0.0,0.0,0.0
347,Spring,2,11/05/2021,,-1,Man United,15,Leicester,12,1.0,2.0,A,1,1.0,1.0,D,C Pawson,25,15.0,4.0,12.0,1.0,3.0,9.0,12.0,3.0,4.0,0.0,0.0,0.0,0.0
348,Spring,2,11/05/2021,,-1,Southampton,21,Crystal Palace,6,3.0,1.0,H,0,1.0,1.0,D,A Madley,20,15.0,13.0,11.0,6.0,4.0,20.0,13.0,12.0,8.0,2.0,3.0,0.0,0.0
349,Spring,2,12/05/2021,,-1,Chelsea,5,Arsenal,0,0.0,1.0,A,1,0.0,1.0,A,A Marriner,14,13.0,19.0,5.0,5.0,2.0,7.0,6.0,9.0,1.0,0.0,1.0,0.0,0.0
350,Spring,2,13/05/2021,,-1,Aston Villa,-1,Everton,7,0.0,0.0,D,2,0.0,0.0,D,M Atkinson,16,13.0,13.0,15.0,2.0,5.0,9.0,12.0,9.0,1.0,2.0,0.0,0.0,0.0
351,Spring,2,13/05/2021,,-1,Man United,15,Liverpool,13,2.0,4.0,A,1,1.0,2.0,A,A Taylor,10,15.0,18.0,17.0,3.0,8.0,10.0,12.0,6.0,4.0,3.0,0.0,0.0,0.0
352,Spring,2,14/05/2021,,-1,Newcastle,17,Man City,14,3.0,4.0,A,1,2.0,2.0,D,K Friend,19,14.0,11.0,15.0,5.0,6.0,11.0,10.0,4.0,5.0,2.0,2.0,0.0,0.0
353,Spring,2,15/05/2021,,-1,Burnley,-1,Leeds,11,0.0,4.0,A,1,0.0,1.0,A,G Scott,21,13.0,16.0,16.0,4.0,6.0,10.0,10.0,6.0,8.0,1.0,1.0,0.0,0.0
354,Spring,2,15/05/2021,,-1,Southampton,21,Fulham,8,3.0,1.0,H,0,1.0,0.0,H,C Pawson,25,15.0,11.0,10.0,7.0,3.0,9.0,15.0,6.0,5.0,0.0,1.0,0.0,0.0
355,Spring,2,15/05/2021,,-1,Brighton,3,West Ham,28,1.0,1.0,D,2,0.0,0.0,D,A Marriner,14,13.0,10.0,15.0,2.0,3.0,7.0,5.0,3.0,3.0,1.0,1.0,0.0,0.0
356,Spring,2,16/05/2021,,-1,Crystal Palace,6,Aston Villa,-1,3.0,2.0,H,0,1.0,2.0,A,D Coote,9,14.0,23.0,19.0,8.0,5.0,23.0,13.0,7.0,7.0,3.0,2.0,0.0,0.0
357,Spring,2,16/05/2021,,-1,Tottenham,25,Wolves,29,2.0,0.0,H,0,1.0,0.0,H,M Atkinson,16,13.0,24.0,15.0,13.0,3.0,8.0,11.0,10.0,3.0,1.0,0.0,0.0,0.0
358,Spring,2,16/05/2021,,-1,West Brom,27,Liverpool,13,1.0,2.0,A,1,1.0,1.0,D,M Dean,23,14.0,10.0,26.0,3.0,6.0,7.0,14.0,9.0,13.0,0.0,0.0,0.0,0.0
359,Spring,2,16/05/2021,,-1,Everton,7,Sheffield United,20,0.0,1.0,A,1,0.0,1.0,A,A Moss,31,0.0,16.0,10.0,6.0,3.0,8.0,12.0,11.0,4.0,1.0,3.0,0.0,0.0
360,Spring,2,18/05/2021,,-1,Man United,15,Fulham,8,1.0,1.0,D,2,1.0,0.0,H,L Mason,4,14.0,13.0,8.0,6.0,5.0,10.0,15.0,6.0,1.0,2.0,3.0,0.0,0.0
361,Spring,2,18/05/2021,,-1,Southampton,21,Leeds,11,0.0,2.0,A,1,0.0,0.0,D,P Bankes,3,13.0,18.0,15.0,3.0,7.0,10.0,12.0,4.0,5.0,0.0,3.0,0.0,0.0
362,Spring,2,18/05/2021,,-1,Brighton,3,Man City,14,3.0,2.0,H,0,0.0,1.0,A,S Attwell,11,14.0,19.0,8.0,6.0,4.0,13.0,11.0,5.0,3.0,3.0,3.0,0.0,1.0
363,Spring,2,18/05/2021,,-1,Chelsea,5,Leicester,12,2.0,1.0,H,0,0.0,0.0,D,M Dean,23,14.0,17.0,7.0,6.0,3.0,15.0,16.0,6.0,5.0,2.0,4.0,0.0,0.0
364,Spring,2,19/05/2021,,-1,Everton,7,Wolves,29,1.0,0.0,H,0,0.0,0.0,D,A Madley,20,15.0,14.0,9.0,4.0,3.0,11.0,11.0,7.0,12.0,0.0,2.0,0.0,0.0
365,Spring,2,19/05/2021,,-1,Newcastle,17,Sheffield United,20,1.0,0.0,H,0,1.0,0.0,H,R Jones,17,14.0,16.0,11.0,5.0,1.0,7.0,7.0,5.0,2.0,0.0,2.0,0.0,0.0
366,Spring,2,19/05/2021,,-1,Tottenham,25,Aston Villa,-1,1.0,2.0,A,1,1.0,2.0,A,C Pawson,25,15.0,10.0,20.0,4.0,4.0,14.0,13.0,4.0,5.0,1.0,1.0,0.0,0.0
367,Spring,2,19/05/2021,,-1,Crystal Palace,6,Arsenal,0,1.0,3.0,A,1,0.0,1.0,A,A Taylor,10,15.0,12.0,6.0,6.0,3.0,7.0,7.0,6.0,7.0,2.0,1.0,0.0,0.0
368,Spring,2,19/05/2021,,-1,Burnley,-1,Liverpool,13,0.0,3.0,A,1,0.0,1.0,A,C Kavanagh,7,14.0,10.0,20.0,4.0,3.0,10.0,7.0,6.0,7.0,0.0,0.0,0.0,0.0
369,Spring,2,19/05/2021,,-1,West Brom,27,West Ham,28,1.0,3.0,A,1,1.0,1.0,D,M Oliver,28,14.0,14.0,21.0,4.0,9.0,8.0,11.0,6.0,8.0,2.0,2.0,0.0,0.0
370,Spring,2,23/05/2021,,-1,Arsenal,0,Brighton,3,2.0,0.0,H,0,0.0,0.0,D,J Moss,27,14.0,16.0,5.0,5.0,1.0,10.0,8.0,11.0,3.0,0.0,0.0,0.0,0.0
371,Spring,2,23/05/2021,,-1,Aston Villa,-1,Chelsea,5,2.0,1.0,H,0,1.0,0.0,H,S Attwell,11,14.0,6.0,23.0,3.0,7.0,11.0,12.0,2.0,9.0,3.0,3.0,0.0,1.0
372,Spring,2,23/05/2021,,-1,Fulham,8,Newcastle,17,0.0,2.0,A,1,0.0,1.0,A,C Kavanagh,7,14.0,14.0,10.0,0.0,4.0,12.0,6.0,5.0,4.0,1.0,0.0,0.0,0.0
373,Spring,2,23/05/2021,,-1,Leeds,11,West Brom,27,3.0,1.0,H,0,2.0,0.0,H,D Coote,9,14.0,17.0,14.0,9.0,5.0,12.0,12.0,8.0,3.0,2.0,1.0,0.0,0.0
374,Spring,2,23/05/2021,,-1,Leicester,12,Tottenham,25,2.0,4.0,A,1,1.0,1.0,D,A Taylor,10,15.0,10.0,11.0,6.0,4.0,9.0,8.0,8.0,7.0,0.0,2.0,0.0,0.0
375,Spring,2,23/05/2021,,-1,Liverpool,13,Crystal Palace,6,2.0,0.0,H,0,1.0,0.0,H,C Pawson,25,15.0,19.0,5.0,5.0,4.0,10.0,8.0,14.0,1.0,2.0,2.0,0.0,0.0
376,Spring,2,23/05/2021,,-1,Man City,14,Everton,7,5.0,0.0,H,0,2.0,0.0,H,M Oliver,28,14.0,21.0,8.0,11.0,3.0,8.0,10.0,7.0,5.0,2.0,2.0,0.0,0.0
377,Spring,2,23/05/2021,,-1,Sheffield United,20,Burnley,-1,1.0,0.0,H,0,1.0,0.0,H,K Friend,19,14.0,12.0,10.0,3.0,3.0,11.0,1.0,8.0,9.0,3.0,1.0,0.0,0.0
378,Spring,2,23/05/2021,,-1,West Ham,28,Southampton,21,3.0,0.0,H,0,2.0,0.0,H,M Atkinson,16,13.0,14.0,17.0,7.0,5.0,5.0,9.0,2.0,3.0,0.0,3.0,0.0,0.0
379,Spring,2,23/05/2021,,-1,Wolves,29,Man United,15,1.0,2.0,A,1,1.0,2.0,A,M Dean,23,14.0,14.0,9.0,4.0,4.0,14.0,3.0,6.0,2.0,4.0,1.0,0.0,0.0
380,Summer,3,09/08/2019,2019/20,2,Liverpool,13,Norwich,18,4.0,1.0,H,0,4.0,0.0,H,M Oliver,28,14.0,15.0,12.0,7.0,5.0,9.0,9.0,11.0,2.0,0.0,2.0,0.0,0.0
381,Summer,3,10/08/2019,2019/20,2,West Ham,28,Man City,14,0.0,5.0,A,1,0.0,1.0,A,M Dean,23,14.0,5.0,14.0,3.0,9.0,6.0,13.0,1.0,1.0,2.0,2.0,0.0,0.0
382,Summer,3,10/08/2019,2019/20,2,Bournemouth,2,Sheffield United,20,1.0,1.0,D,2,0.0,0.0,D,K Friend,19,14.0,13.0,8.0,3.0,3.0,10.0,19.0,3.0,4.0,2.0,1.0,0.0,0.0
383,Summer,3,10/08/2019,2019/20,2,Burnley,-1,Southampton,21,3.0,0.0,H,0,0.0,0.0,D,G Scott,21,13.0,10.0,11.0,4.0,3.0,6.0,12.0,2.0,7.0,0.0,0.0,0.0,0.0
384,Summer,3,10/08/2019,2019/20,2,Crystal Palace,6,Everton,7,0.0,0.0,D,2,0.0,0.0,D,J Moss,27,14.0,6.0,10.0,2.0,3.0,16.0,14.0,6.0,2.0,2.0,1.0,0.0,1.0
385,Summer,3,10/08/2019,2019/20,2,Watford,26,Brighton,3,0.0,3.0,A,1,0.0,1.0,A,C Pawson,25,15.0,11.0,5.0,3.0,3.0,15.0,11.0,5.0,2.0,0.0,1.0,0.0,0.0
386,Summer,3,10/08/2019,2019/20,2,Tottenham,25,Aston Villa,-1,3.0,1.0,H,0,0.0,1.0,A,C Kavanagh,7,14.0,31.0,7.0,7.0,4.0,13.0,9.0,14.0,0.0,1.0,0.0,0.0,0.0
387,Summer,3,11/08/2019,2019/20,2,Leicester,12,Wolves,29,0.0,0.0,D,2,0.0,0.0,D,A Marriner,14,13.0,15.0,8.0,1.0,2.0,3.0,13.0,12.0,3.0,0.0,2.0,0.0,0.0
388,Summer,3,11/08/2019,2019/20,2,Newcastle,17,Arsenal,0,0.0,1.0,A,1,0.0,0.0,D,M Atkinson,16,13.0,9.0,8.0,2.0,2.0,12.0,7.0,5.0,3.0,1.0,3.0,0.0,0.0
389,Summer,3,11/08/2019,2019/20,2,Man United,15,Chelsea,5,4.0,0.0,H,0,1.0,0.0,H,A Taylor,10,15.0,11.0,18.0,5.0,7.0,15.0,13.0,3.0,5.0,3.0,4.0,0.0,0.0
390,Summer,3,17/08/2019,2019/20,2,Arsenal,0,Burnley,-1,2.0,1.0,H,0,1.0,1.0,D,M Dean,23,14.0,16.0,18.0,9.0,5.0,13.0,11.0,10.0,7.0,2.0,1.0,0.0,0.0
391,Summer,3,17/08/2019,2019/20,2,Aston Villa,-1,Bournemouth,2,1.0,2.0,A,1,0.0,2.0,A,M Atkinson,16,13.0,22.0,12.0,7.0,4.0,10.0,13.0,10.0,5.0,0.0,2.0,0.0,0.0
392,Summer,3,17/08/2019,2019/20,2,Brighton,3,West Ham,28,1.0,1.0,D,2,0.0,0.0,D,A Taylor,10,15.0,16.0,8.0,4.0,3.0,11.0,10.0,8.0,6.0,0.0,2.0,0.0,0.0
393,Summer,3,17/08/2019,2019/20,2,Everton,7,Watford,26,1.0,0.0,H,0,1.0,0.0,H,L Mason,4,14.0,12.0,8.0,2.0,2.0,11.0,11.0,4.0,7.0,2.0,3.0,0.0,0.0
394,Summer,3,17/08/2019,2019/20,2,Norwich,18,Newcastle,17,3.0,1.0,H,0,1.0,0.0,H,S Attwell,11,14.0,15.0,10.0,8.0,3.0,9.0,11.0,7.0,5.0,1.0,3.0,0.0,0.0
395,Summer,3,17/08/2019,2019/20,2,Southampton,21,Liverpool,13,1.0,2.0,A,1,0.0,1.0,A,A Marriner,14,13.0,14.0,15.0,3.0,6.0,10.0,6.0,5.0,9.0,2.0,1.0,0.0,0.0
396,Summer,3,17/08/2019,2019/20,2,Man City,14,Tottenham,25,2.0,2.0,D,2,2.0,1.0,H,M Oliver,28,14.0,30.0,3.0,10.0,2.0,14.0,4.0,13.0,2.0,1.0,0.0,0.0,0.0
397,Summer,3,18/08/2019,2019/20,2,Sheffield United,20,Crystal Palace,6,1.0,0.0,H,0,0.0,0.0,D,D Coote,9,14.0,15.0,6.0,3.0,4.0,16.0,11.0,8.0,4.0,3.0,1.0,0.0,0.0
398,Summer,3,18/08/2019,2019/20,2,Chelsea,5,Leicester,12,1.0,1.0,D,2,1.0,0.0,H,O Langford,12,12.0,14.0,12.0,5.0,3.0,9.0,14.0,4.0,5.0,1.0,0.0,0.0,0.0
399,Summer,3,19/08/2019,2019/20,2,Wolves,29,Man United,15,1.0,1.0,D,2,0.0,1.0,A,J Moss,27,14.0,6.0,9.0,2.0,2.0,17.0,8.0,4.0,6.0,2.0,2.0,0.0,0.0
400,Summer,3,23/08/2019,2019/20,2,Aston Villa,-1,Everton,7,2.0,0.0,H,0,1.0,0.0,H,M Oliver,28,14.0,7.0,12.0,3.0,1.0,10.0,18.0,0.0,6.0,2.0,3.0,0.0,0.0
401,Summer,3,24/08/2019,2019/20,2,Norwich,18,Chelsea,5,2.0,3.0,A,1,2.0,2.0,D,M Atkinson,16,13.0,6.0,23.0,5.0,8.0,9.0,9.0,1.0,8.0,1.0,1.0,0.0,0.0
402,Summer,3,24/08/2019,2019/20,2,Brighton,3,Southampton,21,0.0,2.0,A,1,0.0,0.0,D,K Friend,19,14.0,12.0,12.0,3.0,4.0,9.0,10.0,8.0,5.0,1.0,3.0,1.0,0.0
403,Summer,3,24/08/2019,2019/20,2,Man United,15,Crystal Palace,6,1.0,2.0,A,1,0.0,1.0,A,P Tierney,5,15.0,22.0,5.0,3.0,3.0,8.0,18.0,8.0,1.0,2.0,4.0,0.0,0.0
404,Summer,3,24/08/2019,2019/20,2,Sheffield United,20,Leicester,12,1.0,2.0,A,1,0.0,1.0,A,A Madley,20,15.0,8.0,10.0,3.0,2.0,11.0,6.0,7.0,4.0,1.0,0.0,0.0,0.0
405,Summer,3,24/08/2019,2019/20,2,Watford,26,West Ham,28,1.0,3.0,A,1,1.0,1.0,D,C Kavanagh,7,14.0,23.0,16.0,3.0,10.0,12.0,11.0,8.0,7.0,1.0,1.0,0.0,0.0
406,Summer,3,24/08/2019,2019/20,2,Liverpool,13,Arsenal,0,3.0,1.0,H,0,1.0,0.0,H,A Taylor,10,15.0,25.0,9.0,5.0,3.0,8.0,5.0,6.0,4.0,1.0,1.0,0.0,0.0
407,Summer,3,25/08/2019,2019/20,2,Bournemouth,2,Man City,14,1.0,3.0,A,1,1.0,2.0,A,A Marriner,14,13.0,10.0,19.0,7.0,5.0,7.0,13.0,4.0,5.0,1.0,3.0,0.0,0.0
408,Summer,3,25/08/2019,2019/20,2,Tottenham,25,Newcastle,17,0.0,1.0,A,1,0.0,1.0,A,M Dean,23,14.0,17.0,8.0,2.0,3.0,10.0,5.0,6.0,6.0,2.0,2.0,0.0,0.0
409,Summer,3,25/08/2019,2019/20,2,Wolves,29,Burnley,-1,1.0,1.0,D,2,0.0,1.0,A,C Pawson,25,15.0,17.0,13.0,2.0,4.0,9.0,11.0,4.0,3.0,0.0,2.0,0.0,0.0
410,Summer,3,31/08/2019,2019/20,2,Southampton,21,Man United,15,1.0,1.0,D,2,0.0,1.0,A,M Dean,23,14.0,10.0,21.0,2.0,8.0,17.0,7.0,2.0,3.0,1.0,2.0,1.0,0.0
411,Summer,3,31/08/2019,2019/20,2,Chelsea,5,Sheffield United,20,2.0,2.0,D,2,2.0,0.0,H,S Attwell,11,14.0,13.0,8.0,5.0,2.0,6.0,11.0,3.0,4.0,0.0,1.0,0.0,0.0
412,Summer,3,31/08/2019,2019/20,2,Crystal Palace,6,Aston Villa,-1,1.0,0.0,H,0,0.0,0.0,D,K Friend,19,14.0,22.0,10.0,5.0,2.0,15.0,16.0,13.0,2.0,2.0,4.0,0.0,1.0
413,Summer,3,31/08/2019,2019/20,2,Leicester,12,Bournemouth,2,3.0,1.0,H,0,2.0,1.0,H,P Bankes,3,13.0,13.0,8.0,5.0,2.0,9.0,11.0,4.0,5.0,1.0,3.0,0.0,0.0
414,Summer,3,31/08/2019,2019/20,2,Man City,14,Brighton,3,4.0,0.0,H,0,2.0,0.0,H,J Moss,27,14.0,15.0,6.0,6.0,2.0,10.0,6.0,8.0,1.0,1.0,1.0,0.0,0.0
415,Summer,3,31/08/2019,2019/20,2,Newcastle,17,Watford,26,1.0,1.0,D,2,1.0,1.0,D,G Scott,21,13.0,13.0,13.0,5.0,3.0,5.0,11.0,6.0,5.0,2.0,3.0,0.0,0.0
416,Summer,3,31/08/2019,2019/20,2,West Ham,28,Norwich,18,2.0,0.0,H,0,1.0,0.0,H,P Tierney,5,15.0,18.0,8.0,8.0,3.0,16.0,10.0,8.0,2.0,2.0,1.0,0.0,0.0
417,Summer,3,31/08/2019,2019/20,2,Burnley,-1,Liverpool,13,0.0,3.0,A,1,0.0,2.0,A,C Kavanagh,7,14.0,7.0,15.0,2.0,7.0,10.0,16.0,6.0,4.0,0.0,0.0,0.0,0.0
418,Fall,0,01/09/2019,2018/19,3,Everton,7,Wolves,29,3.0,2.0,H,0,2.0,1.0,H,A Taylor,10,15.0,15.0,8.0,6.0,5.0,12.0,12.0,7.0,7.0,1.0,4.0,0.0,1.0
419,Fall,0,01/09/2019,2018/19,3,Arsenal,0,Tottenham,25,2.0,2.0,D,2,1.0,2.0,A,M Atkinson,16,13.0,26.0,13.0,8.0,9.0,13.0,19.0,11.0,6.0,3.0,5.0,0.0,0.0
420,Fall,0,14/09/2019,2019/20,2,Liverpool,13,Newcastle,17,3.0,1.0,H,0,2.0,1.0,H,A Marriner,14,13.0,21.0,8.0,9.0,1.0,5.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0
421,Fall,0,14/09/2019,2019/20,2,Brighton,3,Burnley,-1,1.0,1.0,D,2,0.0,0.0,D,M Oliver,28,14.0,14.0,7.0,5.0,1.0,13.0,7.0,3.0,6.0,0.0,2.0,0.0,0.0
422,Fall,0,14/09/2019,2019/20,2,Man United,15,Leicester,12,1.0,0.0,H,0,1.0,0.0,H,M Atkinson,16,13.0,10.0,9.0,5.0,3.0,14.0,14.0,3.0,9.0,1.0,2.0,0.0,0.0
423,Fall,0,14/09/2019,2019/20,2,Sheffield United,20,Southampton,21,0.0,1.0,A,1,0.0,0.0,D,L Mason,4,14.0,17.0,11.0,4.0,7.0,10.0,7.0,12.0,6.0,1.0,1.0,1.0,0.0
424,Fall,0,14/09/2019,2019/20,2,Tottenham,25,Crystal Palace,6,4.0,0.0,H,0,4.0,0.0,H,C Pawson,25,15.0,13.0,11.0,5.0,6.0,19.0,11.0,4.0,3.0,4.0,2.0,0.0,0.0
425,Fall,0,14/09/2019,2019/20,2,Wolves,29,Chelsea,5,2.0,5.0,A,1,0.0,3.0,A,G Scott,21,13.0,11.0,15.0,4.0,6.0,8.0,11.0,7.0,5.0,1.0,2.0,0.0,0.0
426,Fall,0,14/09/2019,2019/20,2,Norwich,18,Man City,14,3.0,2.0,H,0,2.0,1.0,H,K Friend,19,14.0,7.0,25.0,3.0,8.0,8.0,7.0,3.0,16.0,3.0,1.0,0.0,0.0
427,Fall,0,15/09/2019,2019/20,2,Bournemouth,2,Everton,7,3.0,1.0,H,0,1.0,1.0,D,P Tierney,5,15.0,13.0,14.0,6.0,5.0,5.0,14.0,7.0,7.0,0.0,4.0,0.0,0.0
428,Fall,0,15/09/2019,2019/20,2,Watford,26,Arsenal,0,2.0,2.0,D,2,0.0,2.0,A,A Taylor,10,15.0,31.0,10.0,7.0,4.0,14.0,4.0,7.0,1.0,3.0,3.0,0.0,0.0
429,Fall,0,16/09/2019,2019/20,2,Aston Villa,-1,West Ham,28,0.0,0.0,D,2,0.0,0.0,D,M Dean,23,14.0,10.0,13.0,5.0,1.0,13.0,12.0,2.0,4.0,2.0,1.0,0.0,1.0
430,Fall,0,20/09/2019,2019/20,2,Southampton,21,Bournemouth,2,1.0,3.0,A,1,0.0,2.0,A,C Kavanagh,7,14.0,25.0,6.0,6.0,3.0,8.0,9.0,4.0,5.0,1.0,3.0,0.0,0.0
431,Fall,0,21/09/2019,2019/20,2,Leicester,12,Tottenham,25,2.0,1.0,H,0,0.0,1.0,A,P Tierney,5,15.0,16.0,11.0,7.0,4.0,16.0,13.0,8.0,2.0,1.0,2.0,0.0,0.0
432,Fall,0,21/09/2019,2019/20,2,Burnley,-1,Norwich,18,2.0,0.0,H,0,2.0,0.0,H,D Coote,9,14.0,13.0,11.0,6.0,2.0,11.0,10.0,7.0,3.0,0.0,1.0,0.0,0.0
433,Fall,0,21/09/2019,2019/20,2,Everton,7,Sheffield United,20,0.0,2.0,A,1,0.0,1.0,A,S Hooper,0,14.0,16.0,2.0,3.0,1.0,9.0,9.0,12.0,3.0,1.0,3.0,0.0,0.0
434,Fall,0,21/09/2019,2019/20,2,Man City,14,Watford,26,8.0,0.0,H,0,5.0,0.0,H,M Dean,23,14.0,28.0,5.0,11.0,4.0,5.0,9.0,5.0,4.0,2.0,2.0,0.0,0.0
435,Fall,0,21/09/2019,2019/20,2,Newcastle,17,Brighton,3,0.0,0.0,D,2,0.0,0.0,D,M Atkinson,16,13.0,11.0,16.0,4.0,3.0,12.0,8.0,5.0,3.0,2.0,1.0,0.0,0.0
436,Fall,0,22/09/2019,2019/20,2,Crystal Palace,6,Wolves,29,1.0,1.0,D,2,0.0,0.0,D,S Attwell,11,14.0,13.0,14.0,4.0,4.0,7.0,10.0,6.0,7.0,2.0,1.0,0.0,1.0
437,Fall,0,22/09/2019,2019/20,2,West Ham,28,Man United,15,2.0,0.0,H,0,1.0,0.0,H,A Taylor,10,15.0,8.0,9.0,6.0,3.0,8.0,9.0,3.0,7.0,2.0,2.0,0.0,0.0
438,Fall,0,22/09/2019,2019/20,2,Arsenal,0,Aston Villa,-1,3.0,2.0,H,0,0.0,1.0,A,J Moss,27,14.0,21.0,14.0,6.0,9.0,13.0,15.0,9.0,4.0,5.0,1.0,1.0,0.0
439,Fall,0,22/09/2019,2019/20,2,Chelsea,5,Liverpool,13,1.0,2.0,A,1,0.0,2.0,A,M Oliver,28,14.0,13.0,6.0,2.0,3.0,8.0,13.0,6.0,4.0,3.0,3.0,0.0,0.0
