,Season,Season Encoding,Date,YearOfSeason,YearOfSeason Encoding,HomeTeam,HomeTeam Encoding,AwayTeam,AwayTeam Encoding,FTHG,FTAG,FTR,FTR Encoding,HTHG,HTAG,HTR,Referee,Referee Encoding,Fouls Called Per Game,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
1870,Spring,2,06/05/17,,-1,Swansea,24,Everton,7,1.0,0.0,H,0,1.0,0.0,H,M Atkinson,16,13.0,9.0,8.0,4.0,2.0,5.0,13.0,9.0,5.0,0.0,0.0,0.0,0.0
1871,Spring,2,07/05/17,,-1,Arsenal,0,Man United,15,2.0,0.0,H,0,0.0,0.0,D,A Marriner,14,13.0,9.0,10.0,4.0,4.0,14.0,10.0,5.0,9.0,1.0,0.0,0.0,0.0
1872,Spring,2,07/05/17,,-1,Liverpool,13,Southampton,21,0.0,0.0,D,2,0.0,0.0,D,R Madley,18,13.0,17.0,4.0,8.0,0.0,9.0,4.0,3.0,6.0,1.0,3.0,0.0,0.0
1873,Spring,2,08/05/17,2017/18,4,Chelsea,5,Middlesbrough,16,3.0,0.0,H,0,2.0,0.0,H,C Pawson,25,15.0,21.0,2.0,7.0,1.0,8.0,21.0,8.0,1.0,0.0,2.0,0.0,0.0
1874,Spring,2,10/05/17,2017/18,4,Southampton,21,Arsenal,0,0.0,2.0,A,1,0.0,0.0,D,J Moss,27,14.0,14.0,11.0,3.0,4.0,5.0,5.0,8.0,5.0,1.0,2.0,0.0,0.0
1875,Spring,2,12/05/17,2017/18,4,Everton,7,Watford,26,1.0,0.0,H,0,0.0,0.0,D,K Friend,19,14.0,15.0,14.0,6.0,2.0,7.0,11.0,9.0,8.0,0.0,3.0,0.0,0.0
1876,Spring,2,12/05/17,2017/18,4,West Brom,27,Chelsea,5,0.0,1.0,A,1,0.0,0.0,D,M Oliver,28,14.0,7.0,24.0,2.0,5.0,13.0,8.0,5.0,8.0,3.0,0.0,0.0,0.0
1877,Spring,2,13/05/17,2016/17,5,Bournemouth,2,Burnley,-1,2.0,1.0,H,0,1.0,0.0,H,L Probert,15,13.0,18.0,14.0,6.0,3.0,6.0,11.0,7.0,1.0,0.0,1.0,0.0,0.0
1878,Spring,2,13/05/17,2016/17,5,Man City,14,Leicester,12,2.0,1.0,H,0,2.0,1.0,H,R Madley,18,13.0,17.0,9.0,5.0,4.0,12.0,16.0,9.0,3.0,3.0,3.0,0.0,0.0
1879,Spring,2,13/05/17,2016/17,5,Middlesbrough,16,Southampton,21,1.0,2.0,A,1,0.0,1.0,A,A Taylor,10,15.0,14.0,14.0,3.0,4.0,19.0,11.0,6.0,3.0,3.0,0.0,0.0,0.0
1880,Spring,2,13/05/17,2016/17,5,Stoke,22,Arsenal,0,1.0,4.0,A,1,0.0,1.0,A,M Dean,23,14.0,10.0,10.0,4.0,6.0,13.0,7.0,7.0,6.0,1.0,2.0,0.0,0.0
1881,Spring,2,13/05/17,2016/17,5,Sunderland,23,Swansea,24,0.0,2.0,A,1,0.0,2.0,A,A Marriner,14,13.0,13.0,3.0,4.0,3.0,13.0,6.0,8.0,4.0,4.0,0.0,0.0,0.0
1882,Spring,2,14/05/17,2016/17,5,Crystal Palace,6,Hull,10,4.0,0.0,H,0,2.0,0.0,H,M Atkinson,16,13.0,12.0,9.0,4.0,0.0,13.0,14.0,3.0,7.0,3.0,5.0,0.0,0.0
1883,Spring,2,14/05/17,2016/17,5,Tottenham,25,Man United,15,2.0,1.0,H,0,1.0,0.0,H,J Moss,27,14.0,14.0,8.0,7.0,2.0,14.0,15.0,8.0,3.0,1.0,2.0,0.0,0.0
1884,Spring,2,14/05/17,2016/17,5,West Ham,28,Liverpool,13,0.0,4.0,A,1,0.0,1.0,A,N Swarbrick,1,13.0,10.0,26.0,3.0,11.0,5.0,10.0,4.0,6.0,2.0,0.0,0.0,0.0
1885,Spring,2,15/05/17,2016/17,5,Chelsea,5,Watford,26,4.0,3.0,H,0,2.0,1.0,H,L Mason,4,14.0,24.0,9.0,9.0,3.0,7.0,12.0,8.0,3.0,2.0,4.0,0.0,1.0
1886,Spring,2,16/05/17,2016/17,5,Arsenal,0,Sunderland,23,2.0,0.0,H,0,0.0,0.0,D,R East,26,14.0,36.0,6.0,13.0,2.0,15.0,10.0,17.0,3.0,4.0,2.0,0.0,0.0
1887,Spring,2,16/05/17,2016/17,5,Man City,14,West Brom,27,3.0,1.0,H,0,2.0,0.0,H,C Pawson,25,15.0,21.0,5.0,10.0,2.0,8.0,11.0,7.0,1.0,1.0,2.0,0.0,0.0
1888,Spring,2,17/05/17,2016/17,5,Southampton,21,Man United,15,0.0,0.0,D,2,0.0,0.0,D,M Dean,23,14.0,17.0,11.0,6.0,1.0,7.0,10.0,7.0,3.0,2.0,1.0,0.0,0.0
1889,Spring,2,18/05/17,2016/17,5,Leicester,12,Tottenham,25,1.0,6.0,A,1,0.0,2.0,A,M Oliver,28,14.0,12.0,26.0,5.0,12.0,11.0,8.0,4.0,4.0,3.0,1.0,0.0,0.0
1890,Spring,2,21/05/17,2016/17,5,Arsenal,0,Everton,7,3.0,1.0,H,0,2.0,0.0,H,M Oliver,28,14.0,17.0,22.0,9.0,7.0,10.0,15.0,4.0,6.0,2.0,4.0,1.0,0.0
1891,Spring,2,21/05/17,2016/17,5,Burnley,-1,West Ham,28,1.0,2.0,A,1,1.0,1.0,D,R Madley,18,13.0,9.0,14.0,1.0,4.0,11.0,14.0,2.0,5.0,2.0,2.0,0.0,0.0
1892,Spring,2,21/05/17,2016/17,5,Chelsea,5,Sunderland,23,5.0,1.0,H,0,1.0,1.0,D,N Swarbrick,1,13.0,28.0,7.0,8.0,3.0,8.0,15.0,11.0,1.0,1.0,1.0,0.0,0.0
1893,Spring,2,21/05/17,2016/17,5,Hull,10,Tottenham,25,1.0,7.0,A,1,0.0,3.0,A,A Marriner,14,13.0,10.0,19.0,4.0,14.0,14.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0
1894,Spring,2,21/05/17,2016/17,5,Leicester,12,Bournemouth,2,1.0,1.0,D,2,0.0,1.0,A,l Mason,8,15.0,21.0,10.0,5.0,4.0,11.0,10.0,9.0,1.0,4.0,1.0,0.0,0.0
1895,Spring,2,21/05/17,2016/17,5,Liverpool,13,Middlesbrough,16,3.0,0.0,H,0,1.0,0.0,H,M Atkinson,16,13.0,25.0,9.0,10.0,3.0,13.0,8.0,3.0,3.0,0.0,1.0,0.0,0.0
1896,Spring,2,21/05/17,2016/17,5,Man United,15,Crystal Palace,6,2.0,0.0,H,0,2.0,0.0,H,A Taylor,10,15.0,9.0,6.0,2.0,1.0,16.0,10.0,3.0,6.0,2.0,0.0,0.0,0.0
1897,Spring,2,21/05/17,2016/17,5,Southampton,21,Stoke,22,0.0,1.0,A,1,0.0,0.0,D,L Probert,15,13.0,14.0,14.0,6.0,3.0,12.0,10.0,4.0,10.0,2.0,4.0,0.0,0.0
1898,Spring,2,21/05/17,2016/17,5,Swansea,24,West Brom,27,2.0,1.0,H,0,0.0,1.0,A,M Dean,23,14.0,12.0,16.0,2.0,5.0,8.0,10.0,7.0,4.0,1.0,1.0,0.0,0.0
1899,Spring,2,21/05/17,2016/17,5,Watford,26,Man City,14,0.0,5.0,A,1,0.0,4.0,A,J Moss,27,14.0,6.0,15.0,3.0,9.0,12.0,10.0,4.0,5.0,1.0,0.0,0.0,0.0
1900,Summer,3,08/08/2015,2015/16,6,Bournemouth,2,Aston Villa,-1,0.0,1.0,A,1,0.0,0.0,D,M Clattenburg,30,14.0,11.0,7.0,2.0,3.0,13.0,13.0,6.0,3.0,3.0,4.0,0.0,0.0
1901,Summer,3,08/08/2015,2015/16,6,Chelsea,5,Swansea,24,2.0,2.0,D,2,2.0,1.0,H,M Oliver,28,14.0,11.0,18.0,3.0,10.0,15.0,16.0,4.0,8.0,1.0,3.0,1.0,0.0
1902,Summer,3,08/08/2015,2015/16,6,Everton,7,Watford,26,2.0,2.0,D,2,0.0,1.0,A,M Jones,24,15.0,10.0,11.0,5.0,5.0,7.0,13.0,8.0,2.0,1.0,2.0,0.0,0.0
1903,Summer,3,08/08/2015,2015/16,6,Leicester,12,Sunderland,23,4.0,2.0,H,0,3.0,0.0,H,L Mason,4,14.0,19.0,10.0,8.0,5.0,13.0,17.0,6.0,3.0,2.0,4.0,0.0,0.0
1904,Summer,3,08/08/2015,2015/16,6,Man United,15,Tottenham,25,1.0,0.0,H,0,1.0,0.0,H,J Moss,27,14.0,9.0,9.0,1.0,4.0,12.0,12.0,1.0,2.0,2.0,3.0,0.0,0.0
1905,Summer,3,08/08/2015,2015/16,6,Norwich,18,Crystal Palace,6,1.0,3.0,A,1,0.0,1.0,A,S Hooper,0,14.0,17.0,11.0,6.0,7.0,14.0,20.0,1.0,4.0,1.0,0.0,0.0,0.0
1906,Summer,3,09/08/2015,2015/16,6,Arsenal,0,West Ham,28,0.0,2.0,A,1,0.0,1.0,A,M Atkinson,16,13.0,22.0,8.0,6.0,4.0,12.0,9.0,5.0,4.0,1.0,3.0,0.0,0.0
1907,Summer,3,09/08/2015,2015/16,6,Newcastle,17,Southampton,21,2.0,2.0,D,2,1.0,1.0,D,C Pawson,25,15.0,9.0,15.0,4.0,5.0,9.0,12.0,6.0,6.0,2.0,4.0,0.0,0.0
1908,Summer,3,09/08/2015,2015/16,6,Stoke,22,Liverpool,13,0.0,1.0,A,1,0.0,0.0,D,A Taylor,10,15.0,7.0,8.0,1.0,3.0,9.0,16.0,3.0,5.0,2.0,4.0,0.0,0.0
1909,Summer,3,10/08/2015,2015/16,6,West Brom,27,Man City,14,0.0,3.0,A,1,0.0,2.0,A,M Dean,23,14.0,9.0,19.0,2.0,7.0,12.0,9.0,6.0,6.0,4.0,1.0,0.0,0.0
1910,Summer,3,14/08/2015,2015/16,6,Aston Villa,-1,Man United,15,0.0,1.0,A,1,0.0,1.0,A,M Dean,23,14.0,5.0,9.0,1.0,2.0,14.0,10.0,3.0,5.0,2.0,2.0,0.0,0.0
1911,Summer,3,15/08/2015,2015/16,6,Southampton,21,Everton,7,0.0,3.0,A,1,0.0,2.0,A,M Oliver,28,14.0,17.0,10.0,4.0,4.0,11.0,10.0,9.0,9.0,4.0,2.0,0.0,0.0
1912,Summer,3,15/08/2015,2015/16,6,Sunderland,23,Norwich,18,1.0,3.0,A,1,0.0,2.0,A,K Friend,19,14.0,6.0,19.0,2.0,6.0,7.0,7.0,6.0,6.0,1.0,2.0,0.0,0.0
1913,Summer,3,15/08/2015,2015/16,6,Swansea,24,Newcastle,17,2.0,0.0,H,0,1.0,0.0,H,M Jones,24,15.0,19.0,4.0,6.0,2.0,11.0,8.0,4.0,4.0,2.0,1.0,0.0,1.0
1914,Summer,3,15/08/2015,2015/16,6,Tottenham,25,Stoke,22,2.0,2.0,D,2,2.0,0.0,H,R Madley,18,13.0,13.0,16.0,7.0,7.0,15.0,11.0,4.0,3.0,2.0,2.0,0.0,0.0
1915,Summer,3,15/08/2015,2015/16,6,Watford,26,West Brom,27,0.0,0.0,D,2,0.0,0.0,D,P Tierney,5,15.0,16.0,6.0,5.0,0.0,13.0,10.0,2.0,4.0,1.0,2.0,0.0,0.0
1916,Summer,3,15/08/2015,2015/16,6,West Ham,28,Leicester,12,1.0,2.0,A,1,0.0,2.0,A,A Taylor,10,15.0,10.0,11.0,3.0,6.0,11.0,12.0,8.0,4.0,1.0,3.0,1.0,0.0
1917,Summer,3,16/08/2015,2015/16,6,Crystal Palace,6,Arsenal,0,1.0,2.0,A,1,1.0,1.0,D,L Mason,4,14.0,11.0,20.0,4.0,7.0,14.0,12.0,6.0,6.0,1.0,1.0,0.0,0.0
1918,Summer,3,16/08/2015,2015/16,6,Man City,14,Chelsea,5,3.0,0.0,H,0,1.0,0.0,H,M Atkinson,16,13.0,18.0,10.0,8.0,3.0,19.0,13.0,5.0,1.0,4.0,2.0,0.0,0.0
1919,Summer,3,17/08/2015,2015/16,6,Liverpool,13,Bournemouth,2,1.0,0.0,H,0,1.0,0.0,H,C Pawson,25,15.0,18.0,13.0,2.0,2.0,11.0,18.0,6.0,8.0,1.0,4.0,0.0,0.0
1920,Summer,3,22/08/2015,2015/16,6,Crystal Palace,6,Aston Villa,-1,2.0,1.0,H,0,0.0,0.0,D,K Stroud,6,16.0,16.0,11.0,6.0,2.0,12.0,15.0,6.0,4.0,3.0,3.0,0.0,0.0
1921,Summer,3,22/08/2015,2015/16,6,Leicester,12,Tottenham,25,1.0,1.0,D,2,0.0,0.0,D,M Atkinson,16,13.0,13.0,19.0,2.0,6.0,7.0,14.0,2.0,7.0,1.0,4.0,0.0,0.0
1922,Summer,3,22/08/2015,2015/16,6,Man United,15,Newcastle,17,0.0,0.0,D,2,0.0,0.0,D,C Pawson,25,15.0,20.0,7.0,8.0,0.0,15.0,11.0,11.0,5.0,2.0,2.0,0.0,0.0
1923,Summer,3,22/08/2015,2015/16,6,Norwich,18,Stoke,22,1.0,1.0,D,2,1.0,1.0,D,M Dean,23,14.0,21.0,6.0,7.0,1.0,16.0,5.0,9.0,0.0,4.0,1.0,0.0,0.0
1924,Summer,3,22/08/2015,2015/16,6,Sunderland,23,Swansea,24,1.0,1.0,D,2,0.0,1.0,A,N Swarbrick,1,13.0,10.0,20.0,2.0,9.0,16.0,9.0,3.0,4.0,4.0,2.0,0.0,0.0
1925,Summer,3,22/08/2015,2015/16,6,West Ham,28,Bournemouth,2,3.0,4.0,A,1,0.0,2.0,A,J Moss,27,14.0,10.0,15.0,4.0,7.0,8.0,11.0,5.0,4.0,0.0,0.0,1.0,0.0
1926,Summer,3,23/08/2015,2015/16,6,Everton,7,Man City,14,0.0,2.0,A,1,0.0,0.0,D,A Taylor,10,15.0,10.0,16.0,1.0,9.0,5.0,7.0,8.0,7.0,0.0,3.0,0.0,0.0
1927,Summer,3,23/08/2015,2015/16,6,Watford,26,Southampton,21,0.0,0.0,D,2,0.0,0.0,D,A Marriner,14,13.0,13.0,14.0,0.0,5.0,10.0,11.0,5.0,2.0,0.0,2.0,0.0,0.0
1928,Summer,3,23/08/2015,2015/16,6,West Brom,27,Chelsea,5,2.0,3.0,A,1,1.0,3.0,A,M Clattenburg,30,14.0,15.0,15.0,6.0,5.0,9.0,12.0,8.0,7.0,2.0,1.0,0.0,1.0
1929,Summer,3,24/08/2015,2015/16,6,Arsenal,0,Liverpool,13,0.0,0.0,D,2,0.0,0.0,D,M Oliver,28,14.0,19.0,15.0,5.0,8.0,2.0,13.0,7.0,8.0,1.0,4.0,0.0,0.0
1930,Summer,3,29/08/2015,2015/16,6,Aston Villa,-1,Sunderland,23,2.0,2.0,D,2,2.0,1.0,H,R Madley,18,13.0,21.0,7.0,6.0,3.0,10.0,14.0,5.0,4.0,2.0,1.0,0.0,0.0
1931,Summer,3,29/08/2015,2015/16,6,Bournemouth,2,Leicester,12,1.0,1.0,D,2,1.0,0.0,H,N Swarbrick,1,13.0,5.0,4.0,2.0,2.0,9.0,19.0,4.0,4.0,2.0,4.0,0.0,0.0
1932,Summer,3,29/08/2015,2015/16,6,Chelsea,5,Crystal Palace,6,1.0,2.0,A,1,0.0,0.0,D,C Pawson,25,15.0,26.0,13.0,9.0,6.0,9.0,15.0,7.0,7.0,1.0,1.0,0.0,0.0
1933,Summer,3,29/08/2015,2015/16,6,Liverpool,13,West Ham,28,0.0,3.0,A,1,0.0,2.0,A,K Friend,19,14.0,13.0,12.0,1.0,5.0,17.0,11.0,5.0,7.0,3.0,1.0,1.0,1.0
1934,Summer,3,29/08/2015,2015/16,6,Man City,14,Watford,26,2.0,0.0,H,0,0.0,0.0,D,M Clattenburg,30,14.0,18.0,7.0,5.0,0.0,9.0,12.0,9.0,3.0,1.0,2.0,0.0,0.0
1935,Summer,3,29/08/2015,2015/16,6,Newcastle,17,Arsenal,0,0.0,1.0,A,1,0.0,0.0,D,A Marriner,14,13.0,1.0,22.0,0.0,9.0,15.0,8.0,0.0,9.0,6.0,1.0,1.0,0.0
1936,Summer,3,29/08/2015,2015/16,6,Stoke,22,West Brom,27,0.0,1.0,A,1,0.0,1.0,A,M Oliver,28,14.0,13.0,15.0,5.0,5.0,4.0,9.0,6.0,5.0,1.0,4.0,2.0,0.0
1937,Summer,3,29/08/2015,2015/16,6,Tottenham,25,Everton,7,0.0,0.0,D,2,0.0,0.0,D,M Jones,24,15.0,20.0,8.0,6.0,3.0,20.0,9.0,6.0,2.0,4.0,1.0,0.0,0.0
1938,Summer,3,30/08/2015,2015/16,6,Southampton,21,Norwich,18,3.0,0.0,H,0,1.0,0.0,H,J Moss,27,14.0,23.0,6.0,8.0,1.0,4.0,12.0,6.0,4.0,0.0,0.0,0.0,1.0
1939,Summer,3,30/08/2015,2015/16,6,Swansea,24,Man United,15,2.0,1.0,H,0,0.0,0.0,D,M Atkinson,16,13.0,9.0,11.0,4.0,4.0,6.0,15.0,0.0,1.0,2.0,2.0,0.0,0.0
1940,Fall,0,12/09/2015,2015/16,6,Arsenal,0,Stoke,22,2.0,0.0,H,0,1.0,0.0,H,J Moss,27,14.0,29.0,9.0,12.0,4.0,6.0,13.0,13.0,1.0,1.0,1.0,0.0,0.0
1941,Fall,0,12/09/2015,2015/16,6,Crystal Palace,6,Man City,14,0.0,1.0,A,1,0.0,0.0,D,M Jones,24,15.0,10.0,21.0,2.0,7.0,13.0,13.0,4.0,4.0,2.0,3.0,0.0,0.0
1942,Fall,0,12/09/2015,2015/16,6,Everton,7,Chelsea,5,3.0,1.0,H,0,2.0,1.0,H,A Marriner,14,13.0,14.0,15.0,9.0,2.0,12.0,12.0,7.0,14.0,2.0,2.0,0.0,0.0
1943,Fall,0,12/09/2015,2015/16,6,Man United,15,Liverpool,13,3.0,1.0,H,0,0.0,0.0,D,M Oliver,28,14.0,9.0,8.0,3.0,4.0,6.0,11.0,4.0,4.0,1.0,2.0,0.0,0.0
1944,Fall,0,12/09/2015,2015/16,6,Norwich,18,Bournemouth,2,3.0,1.0,H,0,1.0,0.0,H,M Atkinson,16,13.0,12.0,7.0,4.0,2.0,10.0,11.0,4.0,4.0,2.0,3.0,0.0,0.0
1945,Fall,0,12/09/2015,2015/16,6,Watford,26,Swansea,24,1.0,0.0,H,0,0.0,0.0,D,R Madley,18,13.0,17.0,8.0,6.0,3.0,11.0,14.0,1.0,3.0,1.0,1.0,1.0,0.0
1946,Fall,0,12/09/2015,2015/16,6,West Brom,27,Southampton,21,0.0,0.0,D,2,0.0,0.0,D,S Attwell,11,14.0,8.0,14.0,1.0,4.0,5.0,5.0,4.0,5.0,1.0,0.0,0.0,0.0
1947,Fall,0,13/09/2015,2015/16,6,Leicester,12,Aston Villa,-1,3.0,2.0,H,0,0.0,1.0,A,M Dean,23,14.0,21.0,11.0,6.0,4.0,8.0,13.0,4.0,5.0,2.0,1.0,0.0,0.0
1948,Fall,0,13/09/2015,2015/16,6,Sunderland,23,Tottenham,25,0.0,1.0,A,1,0.0,0.0,D,C Pawson,25,15.0,12.0,15.0,2.0,4.0,11.0,12.0,6.0,8.0,2.0,1.0,0.0,0.0
1949,Fall,0,14/09/2015,2015/16,6,West Ham,28,Newcastle,17,2.0,0.0,H,0,1.0,0.0,H,A Taylor,10,15.0,17.0,14.0,3.0,4.0,8.0,11.0,6.0,7.0,0.0,2.0,0.0,0.0
1950,Fall,0,19/09/2015,2015/16,6,Aston Villa,-1,West Brom,27,0.0,1.0,A,1,0.0,1.0,A,M Atkinson,16,13.0,13.0,11.0,3.0,6.0,10.0,11.0,2.0,7.0,2.0,3.0,0.0,0.0
1951,Fall,0,19/09/2015,2015/16,6,Bournemouth,2,Sunderland,23,2.0,0.0,H,0,2.0,0.0,H,K Friend,19,14.0,15.0,9.0,5.0,2.0,14.0,15.0,7.0,3.0,2.0,4.0,0.0,1.0
1952,Fall,0,19/09/2015,2015/16,6,Chelsea,5,Arsenal,0,2.0,0.0,H,0,0.0,0.0,D,M Dean,23,14.0,22.0,9.0,7.0,2.0,12.0,11.0,5.0,5.0,3.0,1.0,0.0,2.0
1953,Fall,0,19/09/2015,2015/16,6,Man City,14,West Ham,28,1.0,2.0,A,1,1.0,2.0,A,R Madley,18,13.0,27.0,6.0,8.0,3.0,10.0,7.0,16.0,3.0,1.0,2.0,0.0,0.0
1954,Fall,0,19/09/2015,2015/16,6,Newcastle,17,Watford,26,1.0,2.0,A,1,0.0,2.0,A,R East,26,14.0,15.0,13.0,5.0,4.0,8.0,12.0,5.0,5.0,1.0,2.0,0.0,0.0
1955,Fall,0,19/09/2015,2015/16,6,Stoke,22,Leicester,12,2.0,2.0,D,2,2.0,0.0,H,A Marriner,14,13.0,11.0,12.0,4.0,5.0,7.0,12.0,3.0,4.0,1.0,4.0,0.0,0.0
1956,Fall,0,19/09/2015,2015/16,6,Swansea,24,Everton,7,0.0,0.0,D,2,0.0,0.0,D,S Attwell,11,14.0,12.0,17.0,3.0,2.0,12.0,11.0,2.0,4.0,2.0,2.0,0.0,1.0
1957,Fall,0,20/09/2015,2015/16,6,Liverpool,13,Norwich,18,1.0,1.0,D,2,0.0,0.0,D,A Taylor,10,15.0,23.0,7.0,7.0,2.0,4.0,13.0,6.0,2.0,1.0,2.0,0.0,0.0
1958,Fall,0,20/09/2015,2015/16,6,Southampton,21,Man United,15,2.0,3.0,A,1,1.0,1.0,D,M Clattenburg,30,14.0,15.0,10.0,8.0,3.0,6.0,13.0,5.0,5.0,2.0,0.0,0.0,0.0
1959,Fall,0,20/09/2015,2015/16,6,Tottenham,25,Crystal Palace,6,1.0,0.0,H,0,0.0,0.0,D,M Oliver,28,14.0,22.0,12.0,6.0,4.0,9.0,11.0,6.0,5.0,1.0,2.0,0.0,0.0
1960,Fall,0,26/09/2015,2015/16,6,Leicester,12,Arsenal,0,2.0,5.0,A,1,1.0,2.0,A,C Pawson,25,15.0,16.0,26.0,7.0,12.0,9.0,12.0,6.0,5.0,1.0,1.0,0.0,0.0
1961,Fall,0,26/09/2015,2015/16,6,Liverpool,13,Aston Villa,-1,3.0,2.0,H,0,1.0,0.0,H,J Moss,27,14.0,21.0,10.0,12.0,4.0,8.0,13.0,11.0,1.0,0.0,0.0,0.0,0.0
1962,Fall,0,26/09/2015,2015/16,6,Man United,15,Sunderland,23,3.0,0.0,H,0,1.0,0.0,H,M Jones,24,15.0,12.0,9.0,7.0,4.0,12.0,17.0,5.0,2.0,0.0,3.0,0.0,0.0
1963,Fall,0,26/09/2015,2015/16,6,Newcastle,17,Chelsea,5,2.0,2.0,D,2,1.0,0.0,H,M Atkinson,16,13.0,11.0,16.0,5.0,4.0,12.0,15.0,4.0,6.0,1.0,2.0,0.0,0.0
1964,Fall,0,26/09/2015,2015/16,6,Southampton,21,Swansea,24,3.0,1.0,H,0,1.0,0.0,H,R East,26,14.0,18.0,11.0,7.0,4.0,18.0,14.0,4.0,3.0,3.0,1.0,0.0,0.0
1965,Fall,0,26/09/2015,2015/16,6,Stoke,22,Bournemouth,2,2.0,1.0,H,0,1.0,0.0,H,L Mason,4,14.0,8.0,11.0,5.0,6.0,13.0,11.0,3.0,7.0,1.0,0.0,0.0,0.0
1966,Fall,0,26/09/2015,2015/16,6,Tottenham,25,Man City,14,4.0,1.0,H,0,1.0,1.0,D,M Clattenburg,30,14.0,15.0,22.0,8.0,8.0,17.0,6.0,5.0,9.0,5.0,1.0,0.0,0.0
1967,Fall,0,26/09/2015,2015/16,6,West Ham,28,Norwich,18,2.0,2.0,D,2,1.0,1.0,D,M Dean,23,14.0,19.0,16.0,7.0,7.0,7.0,17.0,7.0,5.0,0.0,0.0,0.0,0.0
1968,Fall,0,27/09/2015,2015/16,6,Watford,26,Crystal Palace,6,0.0,1.0,A,1,0.0,0.0,D,A Taylor,10,15.0,15.0,16.0,2.0,3.0,17.0,22.0,6.0,4.0,4.0,4.0,0.0,0.0
1969,Fall,0,28/09/2015,2015/16,6,West Brom,27,Everton,7,2.0,3.0,A,1,1.0,0.0,H,R Madley,18,13.0,9.0,12.0,4.0,4.0,9.0,8.0,6.0,4.0,0.0,3.0,0.0,0.0
1970,Fall,0,03/10/2015,2014/15,7,Aston Villa,-1,Stoke,22,0.0,1.0,A,1,0.0,0.0,D,M Jones,24,15.0,13.0,12.0,2.0,5.0,12.0,12.0,9.0,5.0,1.0,0.0,0.0,0.0
1971,Fall,0,03/10/2015,2014/15,7,Bournemouth,2,Watford,26,1.0,1.0,D,2,1.0,1.0,D,M Oliver,28,14.0,12.0,11.0,6.0,2.0,8.0,13.0,5.0,3.0,1.0,1.0,0.0,0.0
1972,Fall,0,03/10/2015,2014/15,7,Chelsea,5,Southampton,21,1.0,3.0,A,1,1.0,1.0,D,R Madley,18,13.0,10.0,13.0,3.0,5.0,14.0,14.0,4.0,6.0,2.0,5.0,0.0,0.0
1973,Fall,0,03/10/2015,2014/15,7,Crystal Palace,6,West Brom,27,2.0,0.0,H,0,0.0,0.0,D,J Moss,27,14.0,21.0,7.0,8.0,2.0,14.0,13.0,8.0,3.0,3.0,3.0,0.0,0.0
1974,Fall,0,03/10/2015,2014/15,7,Man City,14,Newcastle,17,6.0,1.0,H,0,1.0,1.0,D,K Friend,19,14.0,23.0,6.0,11.0,4.0,13.0,8.0,6.0,3.0,3.0,1.0,0.0,0.0
1975,Fall,0,03/10/2015,2014/15,7,Norwich,18,Leicester,12,1.0,2.0,A,1,0.0,1.0,A,M Clattenburg,30,14.0,17.0,16.0,2.0,5.0,4.0,4.0,16.0,8.0,0.0,1.0,0.0,0.0
1976,Fall,0,03/10/2015,2014/15,7,Sunderland,23,West Ham,28,2.0,2.0,D,2,2.0,1.0,H,N Swarbrick,1,13.0,12.0,20.0,3.0,6.0,14.0,11.0,1.0,8.0,2.0,4.0,1.0,0.0
1977,Fall,0,04/10/2015,2014/15,7,Arsenal,0,Man United,15,3.0,0.0,H,0,3.0,0.0,H,A Taylor,10,15.0,12.0,9.0,5.0,5.0,8.0,17.0,3.0,6.0,1.0,3.0,0.0,0.0
1978,Fall,0,04/10/2015,2014/15,7,Everton,7,Liverpool,13,1.0,1.0,D,2,1.0,1.0,D,M Atkinson,16,13.0,14.0,13.0,4.0,4.0,10.0,19.0,5.0,11.0,3.0,3.0,0.0,0.0
1979,Fall,0,04/10/2015,2014/15,7,Swansea,24,Tottenham,25,2.0,2.0,D,2,2.0,1.0,H,M Dean,23,14.0,11.0,19.0,2.0,11.0,8.0,19.0,5.0,6.0,1.0,4.0,0.0,0.0
1980,Fall,0,17/10/2015,2015/16,6,Chelsea,5,Aston Villa,-1,2.0,0.0,H,0,1.0,0.0,H,R East,26,14.0,9.0,8.0,3.0,1.0,22.0,17.0,4.0,4.0,1.0,3.0,0.0,0.0
1981,Fall,0,17/10/2015,2015/16,6,Crystal Palace,6,West Ham,28,1.0,3.0,A,1,1.0,1.0,D,M Clattenburg,30,14.0,6.0,24.0,1.0,4.0,9.0,11.0,1.0,9.0,1.0,3.0,1.0,0.0
1982,Fall,0,17/10/2015,2015/16,6,Everton,7,Man United,15,0.0,3.0,A,1,0.0,2.0,A,J Moss,27,14.0,12.0,10.0,3.0,7.0,12.0,14.0,5.0,3.0,2.0,2.0,0.0,0.0
1983,Fall,0,17/10/2015,2015/16,6,Man City,14,Bournemouth,2,5.0,1.0,H,0,4.0,1.0,H,M Dean,23,14.0,15.0,5.0,11.0,1.0,11.0,5.0,1.0,7.0,2.0,1.0,0.0,0.0
1984,Fall,0,17/10/2015,2015/16,6,Southampton,21,Leicester,12,2.0,2.0,D,2,2.0,0.0,H,P Tierney,5,15.0,14.0,26.0,6.0,7.0,16.0,10.0,6.0,7.0,2.0,0.0,0.0,0.0
